"","V1","V2","V3","V4","V5","V6"
"1",16.2446407852787,2336.49851166332,3.2,0.3,0.2,36.4401968051567
"2",18.7002509241519,443.121362884197,5.2,0.1,0,45.4935075449742
"3",18.7968122516307,164.60151107488,5,0,0,47.4823009402322
"4",17.6017640730573,405.380949446078,3.7,0.1,0,40.7499370150155
"5",18.0022711118121,160.836799227526,4.2,0,0,45.6587126461745
"6",17.5950147034415,1671.89687136533,3.6,0.3,0,44.2810747511507
"7",18.7094749157198,422.604635405102,4,0.1,0,47.4458824172737
"8",17.4945059654481,193.777319079228,5.3,0,0,38.996800681107
"9",18.2614918160838,173.064236598442,4.9,0,0,45.4001684273957
"10",17.3444299095132,420.003266657425,4.6,0.1,0,40.3558073174711
"11",16.4467621423392,1323.45076194732,3.9,0.2,0,35.5008556577362
"12",17.7938857427588,771.453571982063,6,0.2,0.1,40.6885046486543
"13",17.1349235362149,423.43041323036,3.7,0.1,0,38.4315716472235
"14",16.6127320455194,2394.04270559175,3.9,0.2,0.1,41.8904094380787
"15",16.7455491745799,2274.44151688166,4.2,0.3,0.1,39.6609525238526
"16",19.023120389171,146.843069662773,4.3,0,0,48.265049065654
"17",17.9723149849516,1295.34565933872,3.8,0.2,0.1,46.1651504855443
"18",18.5902606393739,621.281259268251,4.5,0.2,0,44.5447722151657
"19",17.8929145895479,483.455250864411,5.7,0.1,0,41.3690178790868
"20",16.6822009808629,2262.09267312941,3.3,0.3,0,42.2937093523217
"21",18.8059187301539,175.387613650598,4.9,0,0,47.0928143511367
"22",18.1756927546549,1793.12367938267,4,0.2,0.1,44.7453421994574
"23",18.7029065044321,357.199165515329,5.7,0.1,0,45.3576815118522
"24",18.2672962878189,1095.08406286944,6,0.1,0.1,43.2649066753237
"25",18.0125299092277,130.676922494398,3.6,0,0,43.4378191550273
"26",18.2357607900118,1418.41573036156,3.8,0.2,0,45.7257568405375
"27",18.2868181082598,101.200829834287,2.8,0,0,44.3817108438696
"28",17.7876475201408,415.884185361761,4.2,0.1,0,39.665029523022
"29",18.5038185082779,175.391592583202,5,0,0,46.2107829233106
"30",18.7342052992986,142.846081380472,3.7,0,0,46.4035625886348
"31",16.3458426556207,1492.36033392528,4.4,0.1,0,41.0036716692639
"32",17.1345117176596,141.29377030451,3.9,0,0,38.4383279347883
"33",15.8892435357003,805.533486486893,4.3,0.1,0.1,33.7411523149568
"34",14.9457585452086,1630.95382996105,3.5,0.2,0.1,35.6270567264065
"35",17.7676893111776,446.961974629204,4.1,0.1,0,40.7749499592732
"36",16.9924756161588,1187.0862578988,4.1,0.2,0,39.4000774833947
"37",18.3071488294754,420.020025463442,4.5,0.1,0,43.1240386509153
"38",16.8865016997441,1152.40662569019,3.7,0.1,0,38.4345304956692
"39",18.9933011802674,103.311435992397,2.7,0,0,47.5744339305949
"40",17.9972316733434,798.941227713753,5.3,0.2,0,42.3411960357157
"41",18.8160656146016,331.204759625156,4.6,0.1,0,46.5325941272474
"42",18.1590607966687,100.740476073331,2.8,0,0,44.1980872715587
"43",17.2879565814937,152.759030107396,4.2,0,0,42.6953211139436
"44",17.3328760822434,1334.19693272313,3.3,0.1,0,41.4700266060437
"45",18.5471082169228,988.162892528677,4.8,0.2,0,48.0054141652945
"46",18.4390794166815,321.04653025335,5.1,0.1,0,44.2551792264394
"47",17.2580346911372,3157.80549307053,3.7,0.3,0.1,48.2311716055457
"48",18.2964392210286,323.04294876117,5.7,0.1,0,44.0977857290034
"49",19.0607946976222,635.7946635615,4.5,0.2,0,50.4530772237847
"50",17.6779037883455,1027.08897287954,5.5,0.3,0,41.5216327563659
"51",16.9880702828712,2237.68120809057,3.9,0.2,0,39.485415449452
"52",16.7329543808395,1179.47111419792,3.7,0.2,0.1,38.4630444806945
"53",17.311591594964,1759.61945286851,3.3,0.1,0,42.0135134409854
"54",17.6070853273113,186.866556704531,4.5,0,0,41.7332135900023
"55",17.029113491468,2353.42112552234,4.1,0.2,0.1,39.0869346062552
"56",18.314253372667,3489.02408633732,4.4,0.2,0.1,44.6834067292184
"57",18.0843982015213,199.791243868879,5.3,0,0,43.5012447025602
"58",18.1873346687629,125.491067280227,3.5,0,0,44.8926809970481
"59",15.5754692245647,1149.78451022813,3.9,0.1,0,33.0645839737611
"60",17.5966221523111,602.707506921671,5,0.2,0,42.0864471837545
"61",18.2933237713157,194.49706364385,5.6,0,0,43.1546229025648
"62",17.2581230697745,1119.21063318769,4.3,0.1,0,39.2941278337219
"63",15.6433857839656,3501.17133580339,4.3,0.2,0,38.0284330538715
"64",18.3412879906669,135.252060478026,4.1,0,0,46.9610345392532
"65",18.450870729501,187.011910390029,4.7,0,0,45.3178568032992
"66",17.7571220024003,135.771345672978,3.7,0,0,41.3743909686164
"67",16.7062993957576,2103.00060927188,4.6,0.2,0,38.7403657732829
"68",17.6678155184442,121.840996605289,3.3,0,0,42.0861641604711
"69",17.9567059192254,159.447570525523,4.5,0,0,42.2230016550228
"70",15.7089338058456,988.610051975831,2.6,0.1,0.1,35.5043050385283
"71",18.8833170963133,312.551690499629,5.1,0.1,0,47.9739183383143
"72",16.1853385949981,3454.91017266336,3.9,0.4,0.3,38.6596625088572
"73",17.9931395753355,1309.05432341288,3.7,0.2,0,45.3442955252856
"74",17.5828904392994,882.858547496883,5.2,0.1,0,45.137073441162
"75",16.6130547407884,2753.58925559889,4.5,0.2,0,41.5280947547276
"76",16.7356339716993,1782.98550704591,3.3,0.1,0,40.3482029314899
"77",16.2195397340041,2236.5514736244,3.1,0.3,0.1,37.6940768678933
"78",18.1128444436025,172.722725445269,5,0,0,42.9500397198321
"79",18.0023160831343,1618.1345577435,3.1,0.2,0,47.582018699197
"80",17.5158694091096,292.233690330335,4.4,0.1,0,41.2923712859592
"81",17.2797131950047,168.062405875411,4.9,0,0,39.5759338171246
"82",18.6349434358779,341.628941125869,5.4,0.1,0,46.4094105203978
"83",18.8664748152797,161.276081755908,4.8,0,0,49.2155853263571
"84",17.7646363858023,1817.2830973964,3.1,0.2,0.1,42.4553266359552
"85",17.9643015961763,1678.01545137605,5.1,0.1,0,44.6016181347374
"86",16.9402335032851,1017.76484146404,3.1,0.1,0,40.3865811038678
"87",17.9693705647783,256.513780697872,4.5,0.1,0,42.7910294964639
"88",16.047400703791,2181.79230180358,4.6,0.1,0,36.714162202025
"89",18.4960897678532,2296.60970021343,3.5,0.1,0.1,44.5905579039488
"90",17.3830708238992,840.690016679065,5,0.2,0,40.0228093536294
"91",17.3211375131988,468.550781935358,5.2,0.1,0,40.4117399088777
"92",18.5067648298117,121.479919571091,3.4,0,0,47.2205135132952
"93",19.4442624780955,313.843153933756,5.3,0.1,0,52.0179087319116
"94",17.029206757307,1292.16913445731,3.1,0.1,0,41.5339473973524
"95",18.9612620676502,162.555053023772,4.5,0,0,48.105836668851
"96",16.6905343124963,535.317909509448,4.1,0.1,0,37.0218561759638
"97",15.976121245676,307.352522141473,4.1,0.1,0,34.0492741248229
"98",16.7294089318923,733.737773017638,4.7,0.3,0,39.3570164408561
"99",17.8989272176762,407.967767772782,5.1,0.1,0,42.0823549510713
