"","V1","V2","V3","V4","V5","V6","V7"
"1",14.9049250043245,1547.98691996315,4.68543388429752,0.101342975206612,0.0274793388429752,9,31.9365964436386
"2",14.9205494351663,1512.74741326486,4.65063343289731,0.0984653414357812,0.0269852713976723,9,31.9154117788074
"3",14.8583457888565,1605.7954178581,4.67557251908397,0.102743965339385,0.0290901588611512,9,31.8310229735379
"4",14.9057990052658,1640.73366850667,4.65188310351924,0.105062770117308,0.0309734513274336,9,31.8581854000527
"5",14.8811958899126,1499.4784039508,4.60111374651954,0.0983809425595545,0.0281530370217593,9,31.8222716224022
"6",14.8884059104392,1516.79376668113,4.66276923076923,0.101538461538462,0.0286153846153846,9,31.8377884081013
"7",14.9562207155337,1557.92695436693,4.66924425198474,0.101556861532117,0.0277348180224765,9,32.0199601903199
"8",14.9104449225208,1603.74740838838,4.58926547852066,0.1012671268157,0.031523642732049,9,31.9364069796008
"9",14.9091845651227,1563.80817405028,4.64024640657084,0.101334702258727,0.0301848049281314,9,31.8949991463744
"10",14.8965305659359,1563.53002733547,4.66244595429277,0.100576487543751,0.0320156475190447,9,31.8568073485224
