"","V1","V2","V3","V4","V5","V6"
"1",17.3282575346977,437.561094597014,7.5,0.1,0,43.4743251518764
"2",19.0045096592333,272.165975710401,8.8,0,0,48.4424772198638
"3",18.1467305554024,252.089074482763,7.8,0,0,44.6888940076807
"4",18.8397353040877,366.106881064733,8.5,0.1,0,47.3188201606002
"5",19.2223974152671,253.750829227415,7.7,0,0,49.8144730643472
"6",14.4296030190103,5589.15569345539,5.9,0.5,0.1,33.1293673647093
"7",19.161736594387,1723.94454023928,7.3,0.2,0.1,50.4437811424838
"8",19.0626932096369,489.094506217185,7.7,0.1,0,49.1661997379551
"9",18.0355056967232,472.503939495001,8.7,0.1,0,43.2048920840749
"10",19.693079057149,249.960745284223,7.8,0,0,52.7412388690434
"11",16.724632038823,220.323316551582,6.4,0,0,40.1343401981562
"12",13.3999348259073,3379.38227379027,4.9,0.3,0,28.0537318685783
"13",17.6387113597692,1312.91980590047,7.2,0.1,0,45.824651773604
"14",18.2872394662595,247.857414808292,7.4,0,0,45.8718572500078
"15",18.1968430281819,1861.14617183693,8.7,0.2,0.1,45.1196307976424
"16",18.0266844524739,558.846499837649,9.1,0.1,0,45.1106570867809
"17",16.2160032381589,2862.07118261547,7.4,0.3,0.1,39.4656911056879
"18",18.6903936812983,991.299584424012,6.4,0.2,0.1,45.6543092159615
"19",18.8631018585169,420.09123474284,7.4,0.1,0,47.3661584298865
"20",18.9684844787122,505.152426331932,8.2,0.1,0,47.8793315290461
"21",17.3581580219963,586.396404721463,7.9,0.1,0,39.9213935784804
"22",18.0212941710159,1150.13568411338,7.2,0.1,0.1,42.7675651669926
"23",17.6341188067559,1871.1405418588,6.7,0.2,0,43.0386752339002
"24",17.80844126592,521.233208397784,7.6,0.1,0,41.1113738876014
"25",17.9639314595943,830.295145704812,8.5,0.1,0.1,41.8675136549823
"26",17.5241980298279,1567.38927212073,7.8,0.2,0,41.617015606502
"27",19.2692534839727,249.021649804541,7.8,0,0,50.5499326696063
"28",18.5171899381461,634.6927926649,8.6,0.2,0,44.4557138441064
"29",17.4415079766092,1949.52282841995,8.9,0.2,0.1,41.4471580634943
"30",18.7530486348067,1531.72439320114,8.2,0.3,0.1,47.3354303024862
