"","V1","V2","V3","V4","V5","V6","V7"
"1",14.8355716193616,1232.45735665723,0,0.101973344353756,0,0,31.718877415419
"2",14.8943396512895,1176.23838683361,0,0.0991863219693068,0,0,31.8690582238116
"3",14.8460225467693,1306.91971348736,0,0.107098638052002,0,0,31.7890688652491
"4",14.8669074088168,1173.35796388825,0,0.0963818163075972,0,0,31.7723977524469
"5",14.844362426212,1193.40882475633,0,0.102148316463541,0,0,31.762421725414
"6",14.8532916078078,1176.40841453802,0,0.0972064735594269,0,0,31.7595836386975
"7",14.9390730562172,1171.6403427273,0,0.0997734761120264,0,0,31.9993165309842
"8",14.882538281147,1272.50137633642,0,0.103327495621716,0,0,31.8635578411031
"9",14.8910041460697,1215.53833759484,0,0.102508739461238,0,0,31.8668211944536
"10",14.8620540307187,1192.41271054546,0,0.101371558213881,0,0,31.7579763446798
