"","V1","V2","V3","V4","V5","V6"
"1",17.2960758421903,1390.66690290659,3.1,0.1,0,41.3352561766335
"2",19.3860860883687,180.957612994354,4.7,0,0,51.0155487688188
"3",17.3073201038503,975.362675619984,4.6,0.1,0,42.1141555191672
"4",17.6707233340941,188.980682816658,5.1,0,0,41.1401641528567
"5",19.2827542741815,163.380271464963,4.7,0,0,50.5179848207069
"6",16.7631703800808,1614.91749940088,3.7,0.2,0.2,39.0429410725211
"7",18.4316126663749,334.68572068387,4.9,0.1,0,45.7538202833585
"8",17.7551708387202,1478.66611024077,4,0.2,0.1,42.3996657120521
"9",17.2025845447125,386.917075560291,7.1,0.1,0,40.3080038253848
"10",15.826104872319,2888.75036625598,3.4,0.3,0,39.1099685718344
"11",17.9153767752893,582.708420143104,4.2,0.1,0.1,42.7780808203328
"12",16.2999671020067,1734.1117556584,4.5,0.2,0,37.0190156869584
"13",18.3132606262996,384.37806073757,5.4,0.1,0,43.4520689801433
"14",18.8506655912647,194.853753977555,5.2,0,0,47.5511557712704
"15",15.2652223265687,2900.55310204094,4.8,0.3,0.1,33.7186300041081
"16",18.8223004024581,707.99239225548,5.2,0.2,0,48.3066732433234
"17",17.3893527852691,2507.83686083487,3.3,0.2,0,43.6775817204676
"18",18.7999889223482,399.248183104991,5.2,0.1,0,47.2109825795242
"19",18.8833514184419,306.645052147348,4.5,0.1,0,46.6276899513416
"20",18.5206333806471,194.811076930053,5.3,0,0,44.8854127249444
"21",16.4233869489516,2349.29322300619,4.3,0.3,0.1,36.4373550667586
"22",19.3720396447428,196.000528870805,5.7,0,0,51.8621395733386
"23",17.4975945674299,451.872296067038,5.1,0.1,0,38.6009051861625
"24",17.3328741391249,2595.87768348444,4.7,0.3,0.2,43.0778299448626
"25",17.2467718670912,158.063040463307,4.4,0,0,39.6608642664497
"26",17.8877591166891,201.905185541691,5.8,0,0,41.5106222244938
"27",18.2447433888701,144.305960452322,4.3,0,0,43.6630029811853
"28",16.7729250690417,2515.04415477194,5.5,0.2,0.1,40.3354122806694
"29",16.9156633330528,1370.55065031456,4.5,0.1,0,39.0133832240654
"30",18.6269556363854,882.495695165757,4.8,0.1,0,48.3560499812961
"31",16.4482031170979,1546.80599704714,5.5,0.2,0,37.9106210670572
"32",18.4008105831409,134.882906041493,3.6,0,0,45.4939259184155
"33",17.2076546241933,1198.14880550528,4,0.1,0,41.2394530187385
"34",18.6311212800443,529.064842754051,3.2,0.1,0.1,47.3118164286709
"35",17.1426020255192,832.297206658782,3.9,0.1,0.1,41.3530354006139
"36",19.5950782873642,155.680392976298,4.4,0,0,52.321241024158
"37",15.2836671602775,2380.39260260934,3.5,0.3,0.1,31.6105562207742
"38",15.7935878716187,162.325454423956,4.7,0,0,33.3296573224813
"39",17.5148437743934,311.115625929956,4.1,0.1,0,40.3512991006143
"40",17.2630881268787,1331.11736867304,4.6,0.1,0,42.1471189121126
"41",16.4357891439152,1981.32788169622,4.3,0.2,0,38.4533714487206
"42",14.4816162435979,3822.95002881326,3.7,0.3,0,35.5786979335688
"43",18.5948883539689,191.60461965834,5.2,0,0,46.9580353346031
"44",16.9150264558623,1166.85397236678,4.4,0.2,0.1,38.9373522690508
"45",17.5730217565275,181.214435853585,4.6,0,0,39.24775414547
"46",17.5251461871906,1787.01230545669,3.6,0.2,0,43.2680536655017
"47",17.279610715732,2034.6599541229,4.1,0.2,0,41.06865733053
"48",17.4477705647051,1014.53340490414,5,0.1,0,41.9410566912581
"49",16.8710638500443,4506.95481490805,4.9,0.3,0.2,38.5076454116718
"50",18.7509423824158,1349.60832933273,5.3,0.1,0.1,49.082288112188
"51",18.4428517061986,1233.04919644897,5,0.1,0.1,45.6315219465846
"52",17.300617326064,1634.46452291954,5,0.1,0,40.2291174621057
"53",17.9874317967529,1146.33402997388,4.9,0.1,0.1,44.4638861403268
"54",17.5250337840788,162.2978287039,4.7,0,0,39.3092929480277
"55",17.8630581044917,1043.51583423402,4.9,0.2,0,41.8767936915583
"56",16.0856107266724,5007.73974193282,3.1,0.2,0.2,37.5443927023554
"57",16.9337357431358,868.298932666595,4.2,0.1,0,36.2344690814512
"58",16.9751794945705,812.978968682401,4.8,0.1,0,37.6490333219269
"59",19.2839753630001,170.593676256121,5.1,0,0,49.8234938712912
"60",16.0298663683836,1472.47465528673,4.7,0.2,0.1,33.5046132044508
"61",16.5298975583153,124.143096772716,3.3,0,0,37.8745065056163
"62",15.9550527956576,2068.119430611,3.5,0.2,0,36.8106200458751
"63",17.0990149398069,3191.47792309485,4,0.2,0.1,41.1674970569823
"64",18.5496214056549,484.144932518098,4.5,0.1,0,46.8922386526446
"65",16.6696155623857,837.303555921525,4.3,0.2,0,37.0752320892022
"66",18.465664832333,155.8264718931,4.4,0,0,46.7712551894159
"67",19.1208978592362,138.092070681888,3.6,0,0,49.0077053858338
"68",16.348939993368,3122.73636736167,2.9,0.2,0.2,34.6893133503036
"69",17.4075665539659,195.111233701843,5.3,0,0,39.4577459336681
"70",19.084079338694,179.243218730958,5.2,0,0,47.8471847656568
"71",16.8578298491787,147.854252582411,4.1,0,0,37.1338608502466
"72",16.9992811569328,1041.01100043964,3.9,0.1,0,41.4303346852936
"73",18.4356803299612,458.400928093752,5.6,0.1,0,45.6348906967156
"74",14.5712924448483,4153.10600892737,3.4,0.3,0.1,34.1195161526506
"75",16.6330685795852,142.661287077771,3.9,0,0,35.9411924034367
"76",17.6338872387624,929.140169904235,5.3,0.1,0.1,41.0390430448719
"77",17.8596286065197,163.785333833596,4.3,0,0,41.0095036316733
"78",18.7371942050842,142.776080065802,4.3,0,0,45.9853892274859
"79",18.4881646082763,197.042161275126,5.8,0,0,45.4285429492957
"80",18.076505442231,1158.31986359948,4.7,0.1,0,43.2000329660832
"81",16.9877964440591,832.7060485466,4.2,0.1,0.1,38.4070199334967
"82",14.7077801325676,2588.87069385059,3.6,0.2,0,31.4646983383606
"83",18.3746727992255,833.390198914665,3.2,0.1,0,45.8937593610889
"84",17.8196702220775,421.633620311712,4.7,0.1,0,44.1235509102393
"85",18.681730976985,348.39626711453,4,0.1,0,46.7523366776419
"86",16.4408011863767,86.9682369181817,2.4,0,0,37.8447905333483
"87",18.1868286062668,296.432965033247,4.6,0.1,0,45.14994927891
"88",19.0885566711818,150.42222607482,4.5,0,0,48.5235674119887
"89",17.1933887448217,1560.02472345634,3.9,0.3,0,39.8726140899668
"90",16.933596028558,1498.09198759479,4.6,0.1,0,39.2166004296132
"91",17.7310811773096,1145.32747780233,4.5,0.1,0.1,43.5210593325948
"92",16.4996276252539,1718.25251580619,3.9,0.1,0,42.12155800536
"93",16.8028300894392,1134.39320015407,4.8,0.1,0.1,40.3786723855359
"94",16.4342457861558,1002.29577762852,4.3,0.1,0,38.1202608826589
"95",18.1553161743408,606.000813850588,6.3,0.1,0,43.5519941867157
"96",18.4120652518997,184.765920007119,5.1,0,0,44.1702460301695
"97",14.8452517737847,1223.46190032044,2.5,0.1,0,34.1702781969312
"98",16.3988489449611,3205.96330269836,2.9,0.3,0.2,37.2842368698564
"99",18.0928989183237,173.998260154484,4.9,0,0,43.9565135682503
"100",18.1208889119213,176.235377187342,5.4,0,0,43.2852790054371
"101",18.6452995499446,188.973283388179,5.5,0,0,47.0549684272385
"102",18.8412551360545,142.497379400521,3.7,0,0,47.9501170690551
"103",16.9737477547693,1121.86185751804,5.3,0.2,0,40.7133516965985
"104",16.67576772217,2048.27705799392,4.7,0.3,0,39.6063837891923
"105",18.2263245962274,344.327727701961,4.5,0.1,0,43.1206989350298
"106",16.7511872666579,1246.90776211982,4.1,0.2,0,40.1664297291792
"107",16.6614631489953,163.268107580957,4.7,0,0,37.7539141523607
"108",19.2461862976897,145.574579064898,3.9,0,0,50.1901753120098
"109",16.2751820628832,590.20700511401,3.9,0.2,0,38.2355564718243
"110",16.0379040867676,1351.69005791525,4.4,0.3,0,34.1864738801572
"111",17.9183459474593,445.441774437571,5,0.1,0,43.8667137814435
"112",18.1981267925988,344.723696108241,5.3,0.1,0,43.1759880844701
"113",17.1719504621293,958.988038079819,2.8,0.2,0,39.7764580972226
"114",18.2163511090783,152.731052459909,4.3,0,0,44.8427628994611
"115",16.0511560190595,1917.44711124576,4.8,0.1,0,37.9985861685028
"116",17.6027595202102,1540.56358599454,4.7,0.1,0.1,41.9994445764155
"117",18.7668406049799,3111.84291874391,5,0.1,0.1,47.0125753062063
"118",19.3407460129365,275.326971919127,4.2,0.1,0,51.7067332210883
"119",18.2765547409931,170.545596042186,5,0,0,43.7880067610293
"120",17.3872587447487,291.324344156374,3.9,0.1,0,42.1702580251663
"121",18.0726063999635,175.342438866352,5,0,0,43.5034732803054
"122",16.0886764143286,1574.77595524671,2.9,0.2,0.2,35.3792341604447
"123",18.2416760761038,137.662022802202,4.2,0,0,44.231492034278
"124",18.4890592951153,389.030615820041,5.5,0.1,0,44.8559374783572
"125",17.0987681279523,1592.87217594464,3.9,0.1,0,42.7508208840253
"126",19.0535798009386,133.53436218007,3.5,0,0,48.1753881913895
"127",17.4927459769368,1082.08379891017,5.5,0.1,0.1,39.8187483253509
"128",19.5752685292393,298.727089811431,5.3,0.1,0,52.3214854063811
"129",16.5618777841514,1927.82463309948,3.5,0.2,0.2,38.0108718974979
"130",16.7871522078355,1326.63734353137,3.6,0.2,0,37.78649850682
"131",16.7057666786837,1346.42160902875,4.3,0.2,0,37.4985229186356
"132",18.0857532600025,510.990920523098,5.2,0.1,0,44.0618315660742
"133",17.4394852983825,1340.81215313444,5,0.1,0.1,41.7037482581445
"134",16.8337100241513,332.098635272721,5.4,0.1,0,36.7899136798157
"135",17.2089624472576,1601.42153470707,3.5,0.1,0,40.7686155166476
"136",17.2292137442184,2001.63618554941,6.5,0.2,0,39.9542608465876
"137",17.8426028313684,1525.57938473217,4.4,0.2,0,43.888283312473
"138",16.6067222708087,2319.45849959367,3.9,0.2,0.1,36.6987604885222
"139",17.4603572341972,948.926020883494,4.2,0.1,0,39.9118368770582
"140",18.6486883078029,416.066473774303,4.7,0.1,0,45.1262516459294
"141",18.900321382858,376.561067808553,4.4,0.1,0,48.433633625861
