"","V1","V2","V3","V4","V5","V6","V7"
"1",14.7711287146211,992.216190312814,0,0.0994977623843124,0,0,31.5594451438748
"2",14.7868216291183,995.223406812127,0,0.099917385242939,0,0,31.5991851237871
"3",14.7794238409277,979.321416098468,0,0.098818147553426,0,0,31.5871385256021
"4",14.7685096431956,975.981383198417,0,0.098929170429622,0,0,31.5343846739376
"5",14.7935215456175,992.283946166359,0,0.0990444034878498,0,0,31.6321423069749
"6",14.7901153915748,972.778456749876,0,0.0984076482467603,0,0,31.622724128473
"7",14.7773841393737,992.7628412824,0,0.0992863519322163,0,0,31.5716748462976
"8",14.784888111713,985.872080182071,0,0.0980969875850112,0,0,31.5938995102255
"9",14.7846169697634,974.426718166521,0,0.0979480404198879,0,0,31.5932971280488
"10",14.7689915963624,1001.52089761541,0,0.101005302752578,0,0,31.5553111303413
