30,0.9383
35,0.9145
40,0.9069
45,0.8824
50,0.8639
55,0.8344
60,0.8222
65,0.8072
70,0.8041
75,0.779
80,0.7533
85,0.6985
90,0.6497
95,0.6497
100,0.6497
