"","V1","V2","V3","V4","V5","V6","V7"
"1",15.4525603927368,12479.1297066744,0,1,0,0,47.3154597877039
"2",15.0198014428334,14219.587955803,0,1,0,0,45.6068326435152
"3",15.5955142072503,12368.4927540607,0,1,0,0,47.8779613258547
"4",14.8642928927528,13672.042229878,0,1,0,0,45.0950063740009
"5",15.0057834075759,13339.3980844694,0,1,0,0,45.7618812959367
"6",15.342745129497,13347.0121973965,0,1,0,0,46.6504937920345
"7",14.9796311660699,13765.1127148979,0,1,0,0,45.4860880485512
"8",15.3361935234006,13130.4458464988,0,1,0,0,46.5856995182597
"9",15.1267874367749,12997.4504239837,0,1,0,0,45.662744756877
"10",14.9583097851225,13986.6891120531,0,1,0,0,45.7859371038326
