"","V1","V2","V3","V4","V5","V6","V7"
"1",12.9924384824191,17528.6642984382,5.97916666666667,1,0.4375,2,41.5366088577112
"2",12.9411845481761,15872.2614483469,6.77450980392157,1,0.333333333333333,2,42.6678425268719
"3",12.4664259184558,20712.0843868769,4.24175824175824,1,0.483516483516484,2,43.3973027710478
"4",12.3036766079352,18010.5761226682,4.56701030927835,1,0.391752577319588,2,40.8169773689198
"5",12.6957610470913,16790.031962899,4.90196078431373,1,0.401960784313726,2,41.9293272237043
"6",13.6474647876438,13718.2395476957,8.01960784313725,1,0.323529411764706,2,42.1791340559575
"7",13.11167263119,18367.2654633737,5.24,1,0.44,2,43.8816559545565
"8",12.7495691545628,18984.916496402,4.90196078431373,1,0.372549019607843,2,42.9358057220376
"9",13.4602760326256,17656.6428341157,4.67010309278351,1,0.587628865979381,2,43.1341840187211
"10",12.4890689396352,19393.7971342594,4.2970297029703,1,0.465346534653465,2,43.2994441395498
