"","V1","V2","V3","V4","V5","V6","V7"
"1",13.4718051729342,14202.1644758902,0,1,0,0,42.5899968939223
"2",12.6710622454869,13987.889003553,0,1,0,0,39.6259253979153
"3",13.1851357413825,13272.9954187481,0,1,0,0,42.1112053772923
"4",12.3876923948606,13476.1336856477,0,1,0,0,41.1145157811962
"5",12.1549095783105,12900.5945554007,0,1,0,0,40.6755352516551
"6",12.8167688658734,13663.7777038307,0,1,0,0,40.843461773404
"7",13.4543239733009,11471.0016686463,0,1,0,0,41.2456012742799
"8",13.0293388403106,13322.3072296305,0,1,0,0,41.7816079506381
"9",13.0018028945288,14597.8447728335,0,1,0,0,41.4366525763118
"10",13.3757623164568,13983.2635456033,0,1,0,0,44.0546465550726
