"","V1","V2","V3","V4","V5","V6","V7"
"1",13.3687020931925,15441.399611029,4.76363636363636,1,0.336363636363636,4,42.6458961506169
"2",12.8500797476778,15418.0541912053,4.28,1,0.3,4,41.5258974064841
"3",13.4530476404068,18652.669309933,3.5,1,0.509259259259259,4,43.6146834088426
"4",13.4510727671743,16521.7133507538,4.32978723404255,1,0.319148936170213,4,43.5645522244598
"5",13.3992181735308,15353.6012485424,4.64814814814815,1,0.453703703703704,4,43.0360968343956
"6",13.0213182071814,14894.0985801907,4.78125,1,0.15625,4,41.8261210834792
"7",13.5829577491922,16223.7562447093,5.19191919191919,1,0.333333333333333,4,43.8119301605155
"8",12.8592794535439,19897.7421148641,3.4,1,0.526315789473684,4,42.3026524368932
"9",12.9207017681066,19769.0013143375,3.43478260869565,1,0.469565217391304,4,43.0996969398536
"10",14.2276022759592,17632.8580042242,3.80188679245283,1,0.424528301886792,4,47.0680608271973
