"","V1","V2","V3","V4","V5","V6","V7"
"1",13.1700797980702,17263.4164396992,2.68627450980392,1,0.303921568627451,3,42.3456674048284
"2",14.0029466897226,15304.2024601141,3.07070707070707,1,0.272727272727273,3,43.4671697037724
"3",13.7312924205475,18522.8909011333,2.33333333333333,1,0.39047619047619,3,44.6640600310875
"4",12.6750007570321,15282.5604037444,2.77669902912621,1,0.310679611650485,3,39.856765978573
"5",13.2067907366223,15447.5337152363,2.61864406779661,1,0.228813559322034,3,43.4466853762767
"6",14.0351955718109,14771.9266640969,3.35714285714286,1,0.241071428571429,3,43.2022090088725
"7",14.2720543485599,15097.576938467,3.288,1,0.352,3,44.2871533225326
"8",14.1559686173598,16296.8044030211,2.95495495495495,1,0.324324324324324,3,46.195653534382
"9",12.9649368270218,17659.0880148222,2.26262626262626,1,0.373737373737374,3,42.6528087817173
"10",14.5452227055866,16620.0786875671,2.50442477876106,1,0.415929203539823,3,47.3158382194035
