"","V1","V2","V3","V4","V5","V6","V7"
"1",15.5700889819215,14483.4416585556,5.02252252252252,1,0.378378378378378,4,47.6886044659366
"2",15.4817789370577,13023.4638606112,5.63978494623656,1,0.354838709677419,4,47.1944566432969
"3",15.2466883552473,14576.8340325602,5.43434343434343,1,0.414141414141414,4,46.5347309706046
"4",14.8071433428121,14354.9291681138,4.93298969072165,1,0.324742268041237,4,44.9950052850013
"5",15.9142702872916,14462.1207988404,5.48058252427184,1,0.393203883495146,4,48.8834356103585
"6",15.7038818296469,14118.7230055752,5.36190476190476,1,0.357142857142857,4,47.5382680483854
"7",15.5768018414382,15121.1821840026,4.95022624434389,1,0.443438914027149,4,47.2169356303786
"8",16.0584892518055,13588.276029609,5.59203980099502,1,0.383084577114428,4,49.3878259135557
"9",15.5690233496595,14489.4721734774,5.32142857142857,1,0.326530612244898,4,47.1338489155175
"10",15.8743512948426,14155.6043269333,5.51101321585903,1,0.400881057268722,4,48.4702534648567
